Customer_Ratings1star,Customer_Ratings2star,Customer_Ratings3star,Customer_Ratings4star,Customer_Ratings5star,P_Description,P_MRP,P_Name,P_Price,P_Rating,P_Ratingcount,P_Title,P_Url,Seller_Name,Seller_Url,Technical_Specification,You_Save
4% of reviews have 1 stars,2% of reviews have 2 stars,5% of reviews have 3 stars,29% of reviews have 4 stars,60% of reviews have 5 stars,Presenting “FIRE-BOLTT” By Boltt; a premium & affordable range of audio products specially crafted for all the music junkies & audio lovers.,"3,999.00",Fire-Boltt Blast 1200 On-Ear Bluetooth Headphone Information,"2,999.00",4.4 out of 5 stars,787 ratings,"Fire-Boltt Blast 1200 On-Ear Bluetooth Headphones with Glow Lights, 20H Playtime, 1000mAh Battery and Shocking Bass and Built in Mic",https://www.amazon.in/Fire-Boltt-Bluetooth-Headphones-Playtime-Shocking/dp/B0813Q6HZQ/ref=sr_1_479?dchild=1&qid=1594318897&s=electronics&sr=1-479&x=10&y=7,AYR Tech,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1QX2KN1B9B5MO&isAmazonFulfilled=1,"([('Brand', 'Fire-Boltt'), ('Model', 'BH1400'), ('Item Weight', '630 g'), ('Package Dimensions', '23.5 x 19.2 x 9.3 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'BH1400'), ('Additional Features', 'collapsible, headband, on-ear, over-ear'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'On Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth')],)","1,000.00 (25%)"
33% of reviews have 1 stars,11% of reviews have 2 stars,10% of reviews have 3 stars,10% of reviews have 4 stars,36% of reviews have 5 stars,,"5,499.00",Arbily ET1 Bluetooth Earbuds Headphone Information,"3,599.00",3.1 out of 5 stars,117 ratings,Arbily ET1 Bluetooth Earbuds (ET1),https://www.amazon.in/Arbily-Bluetooth-Earphones-Microphone-Waterproof/dp/B07X54PHH5/ref=sr_1_480?dchild=1&qid=1594318897&s=electronics&sr=1-480&x=10&y=7,Arbily,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=APTOP9YVRKUG4&isAmazonFulfilled=1,"([('Brand', 'Arbily'), ('Model', 'ET1'), ('Item Weight', '191 g'), ('Product Dimensions', '10.8 x 6.9 x 3.5 cm'), ('Item model number', 'ET1'), ('Hardware Platform', 'Smartphone'), ('Additional Features', 'Bluetooth 5.0, IPX7 Waterproof, Total 35 Hours Playtime, In-Ear Earbuds, Built-in Microphone, Compatible with iOS/Android Device, Sport Bluetooth Earbuds, 3 Pair Eartips, Automatically Connection, One Button Easy Control, Ultralight Weight Earbuds, Carry on the Go, Activate Voice Assistant'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Bluetooth'), ('Material', 'Plastic')],)","1,900.00 (35%)"
42% of reviews have 1 stars,"(None,)",21% of reviews have 3 stars,19% of reviews have 4 stars,18% of reviews have 5 stars,"BUYROYAL Clear and loud sound quality, bluetooth earphones retain the music,ensure you enjoy perfect music feeling. Smart voice reminding the status about the wireless earphones and report of the phone number when a call is coming. Wireless bluetooth technology allows you to hands-free phones and adjust the music without touch your phone, very convenient. Built-in microphone for Handsfree calls Noise Cancelling Volume Control and Mic.",999.00,BUYROYAL® Bluetooth Headphone Information,169.00,2.7 out of 5 stars,15 ratings,"BUYROYAL® Bluetooth Headset with Noise Isolation and Hands-Free Mic and Buttons with Magnetic Earbuds Secure Fit for Gym, Running and Outdoor",https://www.amazon.in/BUYROYAL%C2%AE-Bluetooth-Isolation-Hands-Free-Magnetic/dp/B07XGH2MHL/ref=sr_1_478?dchild=1&qid=1594318897&s=electronics&sr=1-478&x=10&y=7,BUYROYAL®,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1X2IEKZ5V926O,"([('Brand', 'BuyRoyal'), ('Item Weight', '18.1 g'), ('Product Dimensions', '7 x 7 x 7 cm'), ('Item part number', 'BlackMagnet'), ('Additional Features', 'earbud'), ('Included Components', '1 BLUETOOTH HEADSET, 1 CHARGING CABLE.'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Bluetooth')],)",830.00 (83%)
17% of reviews have 1 stars,9% of reviews have 2 stars,8% of reviews have 3 stars,22% of reviews have 4 stars,43% of reviews have 5 stars,In-ear are designed to fit ear geometry for super comfort with natural fit. A modern earphones design with translucent housing for dual layer effect.,999.00,Philips SHE2405BK/00 Upbeat inear Headphone Information,409.00,3.6 out of 5 stars,131 ratings,Philips SHE2405BK/00 Upbeat inear Earphone with Mic (Black),https://www.amazon.in/Philips-SHE2405BK-00-Upbeat-Earphone/dp/B07NFLJ91H/ref=sr_1_483?dchild=1&qid=1594318897&s=electronics&sr=1-483&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'PHILIPS'), ('Model', 'SHE2405BK/00'), ('Model Name', 'Upbeat'), ('Model Year', '2019'), ('Item Weight', '13.6 g'), ('Product Dimensions', '3 x 5.2 x 17 cm'), ('Item model number', 'SHE2405BK/00'), ('Additional Features', 'translucent housing for dual layer effect'), ('Included Components', 'Earphone'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Material', 'Rubber'), ('Supports Bluetooth Technology', 'Yes')],)",590.00 (59%)
,30% of reviews have 2 stars,"(None,)",30% of reviews have 4 stars,41% of reviews have 5 stars,"Featuring silicone earbuds and an around-the-neck design, these earphones from Clef help you enjoy your favourite form of music without compromising on comfort. Also, they boast a speaker resistance of 32 Ohms and a frequency response of 20 - 20000 Hz to deliver a sound that is rich in bass.","2,490.00",CLEF N100BTBLK in Ear Wireless Headphone Information,399.00,3.8 out of 5 stars,7 ratings,CLEF N100BTBLK in Ear Wireless Earphones with MIC- Black,https://www.amazon.in/CLEF-N100BTBLK-Wireless-Earphones-Black/dp/B07SF6YFT8/ref=sr_1_485_sspa?dchild=1&qid=1594318897&s=electronics&sr=1-485-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5MzJSRThXME85VFEmZW5jcnlwdGVkSWQ9QTA5MjY2ODk5UEdNSVpRQ1ZBQUgmZW5jcnlwdGVkQWRJZD1BMDIxNjQzODE2U1E0TlBBVDRaTVEmd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3NlJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,Audio Lifestyle,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HBNI8LZM985H&isAmazonFulfilled=1,"([('Brand', 'CLEF'), ('Model', 'N100BTBLK'), ('Model Name', 'CLEF'), ('Item Weight', '54.4 g'), ('Product Dimensions', '17 x 9 x 3 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'N100BTBLK'), ('Additional Features', 'in-ear'), ('Included Components', '1  Earphone unit::1 micro charging cable::1 pouch:: 1 adjust ball::1 cable clip :: 2 size gels.'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth')],)","2,091.00 (84%)"
44% of reviews have 1 stars,11% of reviews have 2 stars,5% of reviews have 3 stars,10% of reviews have 4 stars,31% of reviews have 5 stars,,"1,499.00",Product information,199.00,2.7 out of 5 stars,49 ratings,ROXO RX -01 Deep Bass Stereo Dual Driver Sport Wired Headset with Earbuds & Mic for All Smartphones (Blue),https://www.amazon.in/ROXO-Stereo-Headset-Earbuds-Smartphones/dp/B07XTC25BM/ref=sr_1_477?dchild=1&qid=1594318897&s=electronics&sr=1-477&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'ROXO'), ('Model', 'RX-01'), ('Model Name', 'RX'), ('Item Weight', '59 g'), ('Product Dimensions', '13 x 8 x 5 cm'), ('Item model number', 'RX-01'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'All devices'), ('Additional Features', 'Earbud, In-Ear'), ('Included Components', 'Earphone, Four Ear Buds'), ('Number Of Items', '1'), ('Headphones Form Factor', 'In Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Material', 'Other')],)","1,300.00 (87%)"
,"(None,)","(None,)","(None,)","(None,)","Waterproof design withstands your most intense workout. whatever the sweat, light rain, and accidental splashes it can easy to deal with.Battery is increased to provide up to 8 hours working time let you enjoy the wonderful music in travel and sports.Built-in magnet, Keep them on your neck when you don't need them to avoid losing them.With buttons on headphones, you can play/pause music, adjust volume, skip tracks, answer/end calls.","1,299.00",esportic® BT2 Bluetooth Headphone Information,299.00,"(None,)",,"esportic® BT2 Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling",https://www.amazon.in/BT2-Headphones-Sweatproof-Attraction-Cancelling/dp/B08BWK73BT/ref=sr_1_486_sspa?dchild=1&qid=1594318897&s=electronics&sr=1-486-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5MzJSRThXME85VFEmZW5jcnlwdGVkSWQ9QTA5MjY2ODk5UEdNSVpRQ1ZBQUgmZW5jcnlwdGVkQWRJZD1BMDU0NzE4MTJPMTA0ODhFS1ZJWTkmd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3NlJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,RMR ENTERPRISES,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2B76YSYV8FPO8,"([('Brand', 'esportic'), ('Model', 'BT2'), ('Item Weight', '4.54 g'), ('Product Dimensions', '12 x 10 x 20 cm'), ('Batteries:', '1 Nonstandard Battery batteries required. (included)'), ('Item model number', 'BT2'), ('Compatible Devices', 'sony, samsung, nokia, oneplus, samsung j7, oppo, vivo, redmi'), ('Additional Features', 'Battery backup -4 hrs, Noice canceling, waterproof'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '4 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'plastic')],)","1,000.00 (77%)"
9% of reviews have 1 stars,4% of reviews have 2 stars,5% of reviews have 3 stars,11% of reviews have 4 stars,70% of reviews have 5 stars,"Bose Noise Cancelling Headphones 700 deliver everything you expect - and things you never imagined possible. Get easy access to your choice of voice assistants and control your content while your phone stays in your pocket. These headphones feature an unrivalled four-microphone system so your voice sounds crystal clear in noisy environments. World-class sound management gives you 11 levels of noise cancellation, so you can control distractions or stay open to the world. And they feature Bose AR, a first-of-its-kind audio augmented reality platform that makes astonishing new audio experiences possible. Customer Toll Free No:1800 1022673(Mon – Sat 9 AM – 9 PM)",,Bose Noise Cancelling Wireless Bluetooth Headphone Information,"34,500.00",4.3 out of 5 stars,"4,713 ratings","Bose Noise Cancelling Wireless Bluetooth Headphones 700, with Alexa Voice Control, Black",https://www.amazon.in/Bose-Noise-Cancelling-Headphones-Black/dp/B07Q9MJKBV/ref=sr_1_475?dchild=1&qid=1594318897&s=electronics&sr=1-475&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Bose'), ('Model', '794297-0100'), ('Model Name', 'Noise cancellation'), ('Model Year', '2019'), ('Item Weight', '249 g'), ('Product Dimensions', '5.1 x 16.5 x 20.3 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', '794297-0100'), ('Hardware Interface', '3.5mm Audio'), ('Additional Features', '11 Level of Noise cancellation'), ('Included Components', 'Headphones 700, USB Charging Cable, Audio Cable and Carrying Case'), ('Number Of Items', '1'), ('Headphones Form Factor', 'On Ear'), ('Battery Average Life', '20 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth'), ('Material', 'Stainless Steel'), ('Includes Rechargable Battery', 'Yes'), ('Includes AC Adapter', 'No')],)",
,"(None,)",27% of reviews have 3 stars,27% of reviews have 4 stars,45% of reviews have 5 stars,it supports in every mobile yo can buy if this device did note support in you mobile you can return with in 10 day,899.00,Verward Wired Headphone Information,189.00,4.2 out of 5 stars,4 ratings,Verward Wired Earphones in-Ear Super Extra Bass Headphones for Mi Redmi Note 8 Pro,https://www.amazon.in/Verward-Wired-Earphones-Super-Headphones/dp/B08629GG15/ref=sr_1_474?dchild=1&qid=1594318897&s=electronics&sr=1-474&x=10&y=7,Verward,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1B3G2ZYOZIZP2,"([('Brand', 'Verward'), ('Item part number', 'NA'), ('Hardware Platform', 'Smartphone'), ('Compatible Devices', 'All Devices'), ('Additional Features', 'handfrees, headphones, white hanfrees'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Wired 3.5 mm'), ('Material', 'Rubber')],)",710.00 (79%)
65% of reviews have 1 stars,"(None,)","(None,)","(None,)",35% of reviews have 5 stars,"These headphones are a combination of classic design, ambient noise isolation. It gives you premium sound quality and maximum comfort. It produces exceptional frequency response for an enhanced listening experience and creates a better sound isolation and minimizes external sound interference. Compatibility iPhone, iPod, iPad, Android Smartphone and Tablet, Windows Smartphone and Tablet, MP3/MP4 Player, PC Computer, Notebook and many more portable music players which support 3.5 mm jack. Tangle free cable Ultra deep bass Has mic and play/pause button High quality silicone earbuds 3.5mm jack. Speaker impedance: 32. Frequency Response Good bass, powerful 10mm drivers, HD clear sound, in-line microphone, play/pause your music, change your tracks and answer/end your calls.",299.00,The Empire Supper Wired Headphone Information,130.00,2.4 out of 5 stars,3 ratings,The Empire Supper Wired Earphone with 3.5MM Jack and Mic in Attractive Look,https://www.amazon.in/Empire-Supper-Wired-Earphone-Attractive/dp/B084TQZK9R/ref=sr_1_476?dchild=1&qid=1594318897&s=electronics&sr=1-476&x=10&y=7,Retro King Retail,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1XD5VSSFF2GIX,"([('Brand', 'The Empire'), ('Item Weight', '449 g'), ('Item part number', 'BT_EP_05'), ('Hardware Platform', 'Tablet, PC, Laptop, Smartphone, MP3 Player'), ('Compatible Devices', 'iPhone, iPod, iPad, Android Smartphone and Tablet, Windows Smartphone and Tablet, MP3/MP4 Player, PC Computer, Notebook and many more portable music players which support 3.5 mm jack'), ('Additional Features', 'Earbud'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Wired'), ('Material', 'Plastic')],)",169.00 (57%)
,"(None,)","(None,)","(None,)",100% of reviews have 5 stars,,699.00,INUOAP Sports Wired Headphone Information,199.00,5.0 out of 5 stars,2 ratings,"INUOAP Sports Wired Headset Neckband Earphone with Mic, Extra Bass & Noise Reduction, Hands-Free Calling for Running, Gym and Workout Compatible with All VIVO Smartphone.",https://www.amazon.in/INUOAP-Reduction-Hands-Free-Compatible-Smartphone/dp/B08BTXMZHY/ref=sr_1_507?dchild=1&qid=1594318912&s=electronics&sr=1-507&x=10&y=7,Creativax,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1A4DQWYRQ7ERY,"([('Brand', 'INUOAP'), ('Model', 'eaerpo2'), ('Item Weight', '99.8 g'), ('Package Dimensions', '13 x 9 x 4 cm'), ('Item model number', 'eaerpo2'), ('Hardware Platform', 'Tablet, Smartphone, MP3 Player'), ('Compatible Devices', 'All Smartphone'), ('Additional Features', 'Premium audio: Ultra-lightweight, digital in-ear stereo wired earphones delivering stunning studio-quality sound'), ('Number Of Items', '1'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Wired'), ('Material', 'Plastic'), ('Form Factor', 'HD Mic')],)",500.00 (72%)
,"(None,)","(None,)",62% of reviews have 4 stars,38% of reviews have 5 stars,With the use of mini wireless bluetooth 4.1 stereo in-ear headset.,"1,599.00",Welrock P20 V4.0 Wireless Bluetooth Headphone Information,399.00,4.4 out of 5 stars,3 ratings,Welrock P20 V4.0 Wireless Bluetooth Headset Hands-Free Bluetooth Music Ultratight in-Ear Headphones with Hook Best Earphone with Mic in Black Colour for All Android & iOS Devices Blth_15,https://www.amazon.in/Bluetooth-Hands-Free-Ultratight-Headphones-Black/dp/B07HH9JBXP/ref=sr_1_505?dchild=1&qid=1594318912&s=electronics&sr=1-505&x=10&y=7,Welrock,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2J9QQBC7NQCDU,"([('Brand', 'WELROCK'), ('Model', 'OnePlus 6 V4.1 Black'), ('Item model number', 'OnePlus 6 V4.1 Black'), ('Compatible Devices', 'All Android and Apple Smartphones incluing iphone acer alcatel archos asus zenfon blackberry blue bq aquaris celkon coolpad elite creo elephone gionee google haier hitech honor hp htc huawei iball andi desire iberry idea infocus aqua cloud karbonn lava iris xolo lemon lenovo letv lg optimus lyf max meizu micromax microsoft moto nokia motorola nexg nexus nextbit obi oneplus onida oppo panasonic pepsi philips phicomm qiku qukitel reliance samsung galaxy sony experia xperia ericson spice tcl toshiba universal vertu videocon vivo weimei wickedleak xiaomi redmi mi yu yureka zen ultra zopo zte blade zync lumia asha wildfire dell macbook'), ('Additional Features', 'True wirless stereo earphones: high quality CSR chips, these earbuds deliver Hi-fi stereo crystal clear sound, great noise canceling effect, let you focus on your favorite music anywhere at anytime, Ergonomic design, secure fit, no troublesome wires from tangling, bouncing or around your neck anymore., No worry of wire stuck by sweat when doing workouts, true meaning of wireless life, The headsets contain two pieces which can be used separately with someone sharing music or broadcast (within reasonable distance), or you can enjoy the stereo sound by using them both, Pairing: Long press the power button of the pair of earphones at the same time until the led flash in blue and red alternately, then double press one of them, it is ready to pair and the led flash will be slowly in blue when connected Easy to pair with most Bluetooth-enabled devices; could connect 25 smartphones at the same time and answer calls from either one, Comptaible to All android and ios devices'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Bluetooth')],)","1,200.00 (75%)"
9% of reviews have 1 stars,6% of reviews have 2 stars,12% of reviews have 3 stars,25% of reviews have 4 stars,48% of reviews have 5 stars,"Sweat and water resistant: use in any weather, at the gym, running, other sports or while exercising, these fine graded silicone accessories are tough and able to handle it.",299.00,Product information,119.00,4.0 out of 5 stars,272 ratings,"Printme Anti-Slip Silicone Ear Buds for S7edge S7 S6edge, Samsung Level U EO-BG920 Bluetooth Earphone Blue (Piece of 6, 3 Pair)…",https://www.amazon.in/Printme-Anti-Slip-Silicone-EO-BG920-Bluetooth/dp/B07YBYVVBQ/ref=sr_1_503?dchild=1&qid=1594318912&s=electronics&sr=1-503&x=10&y=7,shiva marketers,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1G63QCGD0BJLI,"([('Brand', 'Printme'), ('Item Weight', '31.8 g'), ('Package Dimensions', '15 x 8 x 4 cm'), ('Item part number', 'EarBuds_Pack6'), ('Additional Features', 'earbud'), ('Connector Type', 'Bluetooth'), ('Material', 'Plastic')],)",180.00 (60%)
11% of reviews have 1 stars,7% of reviews have 2 stars,13% of reviews have 3 stars,24% of reviews have 4 stars,45% of reviews have 5 stars,,"1,999.00",Bass Evolution Torrent Bluetooth 5.0 Headphone Information,849.00,3.8 out of 5 stars,332 ratings,Bass Evolution Torrent Bluetooth 5.0 Headphone with Mic,https://www.amazon.in/Bass-Evolution-Torrent-Bluetooth-Headphone/dp/B07S2JF4FG/ref=sr_1_508?dchild=1&qid=1594318912&s=electronics&sr=1-508&x=10&y=7,EquinoxTI,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ARGK4TKUVHQC4&isAmazonFulfilled=1,"([('Brand', 'Bass Evolution'), ('Model', 'Torrent'), ('Model Name', 'EMI-AMA0006-B07S2JF4FG'), ('Item Weight', '168 g'), ('Package Dimensions', '24.2 x 18.2 x 8 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'Torrent'), ('Compatible Devices', 'Smartphones, Tablet PCs, etc.'), ('Additional Features', 'Bluetooth 5.0, Deep Bass, 10M Wireless Range, Crystal Clear Sound, Supports all types of Mobile Phones and Tablets like iPhone and Android, Noise Isolation, Splash and Rain Proof Design, 10 meters / 33 feet Long Wireless Range, Padded with Perforated Leatherrette for Comfortable Wear, Sound Settings American HiFi with Deep Bass, Advanced BT 5.0 PHY Layer, High Transmission Pipe with Low Latency, 40mm Exclusive Custom Sound Drivers, Aux Support, Matte Finish, DC 5V-1A'), ('Included Components', 'Micro usb for charging,  User Manual'), ('Number Of Items', '1'), ('Headphones Form Factor', 'On Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Cable Type', 'Micro USB'), ('Connector Type', 'Bluetooth'), ('Material', 'Poly Carbonate (Matte Finish)'), ('Form Factor', 'Over the Ear Design, Adjustable Headband,')],)","1,150.00 (58%)"
21% of reviews have 1 stars,5% of reviews have 2 stars,14% of reviews have 3 stars,21% of reviews have 4 stars,38% of reviews have 5 stars,"Now connect with your music in a way you never have before. R&B A300 offers an audio experience of HD sound with Deep Bass. Sleekly designed with a single button control and mic, soft ear cushions and adjustable headband. Tune out the world and tune in to R&B A300.For all your warranty related queries, feel free to get in touch with us. Contact_us on[1800 102 8335] .in. All you have to do is attach your invoice copy and an image or a video of the product. Physical damage is not covered under warranty.","1,499.00",Rhythm&Blues A300 On-Ear Wired Headphone Information,549.00,3.5 out of 5 stars,273 ratings,Rhythm&Blues A300 On-Ear Wired Headphones with mic (Black),https://www.amazon.in/Rhythm-Blues-A300-Wired-Headphones/dp/B07P8MJX8Q/ref=sr_1_501?dchild=1&qid=1594318912&s=electronics&sr=1-501&x=10&y=7,Cloudtail India,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AT95IG9ONZD7S&isAmazonFulfilled=1,"([('Brand', 'Rhythm&amp;Blues'), ('Model', 'A300'), ('Model Name', 'A300'), ('Item Weight', '200 g'), ('Product Dimensions', '16 x 15.5 x 8 cm'), ('Item model number', 'A300'), ('Additional Features', 'on-ear, over-ear, collapsible'), ('Included Components', '1 Wired Earphones'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'On Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",950.00 (63%)
22% of reviews have 1 stars,9% of reviews have 2 stars,12% of reviews have 3 stars,21% of reviews have 4 stars,36% of reviews have 5 stars,"Experience surprisingly big sound pumping out of a small, sturdy package. With speaker drivers specially tuned for big bass, Philips Bass+ earphones deliver great sound isolation and wearing stability, so you get the most out of your beats.","1,298.00",Philips Bass+ SHE4305 Headphone Information,444.00,3.4 out of 5 stars,"2,195 ratings",Philips Bass+ SHE4305 Headphones with Mic (Blue),https://www.amazon.in/Philips-Bass-SHE4305-Headphones-Blue/dp/B073FK3453/ref=sr_1_500?dchild=1&qid=1594318912&s=electronics&sr=1-500&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'PHILIPS'), ('Model', 'SHE4305BL/00'), ('Model Name', 'Bass+ SHE4305'), ('Model Year', '2017'), ('Item Weight', '13.6 g'), ('Product Dimensions', '8 x 2.8 x 3 cm'), ('Item model number', 'SHE4305BL/00'), ('Additional Features', 'in-ear'), ('Included Components', '1 Headphone'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Has Auto Focus', 'No'), ('Supports Bluetooth Technology', 'Yes'), ('Programmable Buttons', 'No')],)",854.00 (66%)
12% of reviews have 1 stars,3% of reviews have 2 stars,8% of reviews have 3 stars,27% of reviews have 4 stars,50% of reviews have 5 stars,"Enter the sound of rhythm with the boAt BassHeads 182, with a spick and span high polish finish these sleek earphones are comfort fit perfect. Enter the good beats with absolute raggers and bangers. Don’t be afraid to rock out because the patterned dual colour braided cable is entirely secure and tightly woven. It doesn’t easily tangle and is perfectly stable for making maximum use of the inbuilt mic for taking calls clear HD calls. So feel the resounding sound of beat, and sink into Nirvana’s treatment of audio bliss with the BassHeads 182. ","1,299.00",boAt BassHeads 182 Headphone Information,650.00,4.0 out of 5 stars,105 ratings,"boAt BassHeads 182 with HD Sound, in-line mic, Dual ToneSecure Braided Cable & 3.5mm Angled Jack Wired Earphones (Blue)",https://www.amazon.in/BassHeads-182-ToneSecure-Braided-Earphones/dp/B07NBZMPMB/ref=sr_1_504?dchild=1&qid=1594318912&s=electronics&sr=1-504&x=10&y=7,Techretailer,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OCIBRZUFAEF7&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', 'BassHeads 182'), ('Model Name', 'BassHeads'), ('Item Weight', '13.6 g'), ('Product Dimensions', '18 x 1 x 5 cm'), ('Item model number', 'BassHeads 182'), ('Additional Features', 'with microphone'), ('Included Components', 'Earphones'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",649.00 (50%)
